Acupoint_Code,Relation,Action_Target,,,,,,,,,,,,,,,,,,,,,,,
BL60,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
BL60,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
BL60,invigorates,Blood,,,,,,,,,,,,,,,,,,,,,,,
BL60,strengthens,Back,,,,,,,,,,,,,,,,,,,,,,,
BL61,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
BL61,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
BL61,disperses,Swelling,,,,,,,,,,,,,,,,,,,,,,,
BL61,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
BL62,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
BL62,benefits,Eyes,,,,,,,,,,,,,,,,,,,,,,,
BL62,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
BL62,opens,Yang Qiao Mai Vessel,,,,,,,,,,,,,,,,,,,,,,,
BL62,clears,Mind,,,,,,,,,,,,,,,,,,,,,,,
BL62,eliminates,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
BL63,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
BL63,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
BL63,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,
BL63,quiets,Spirit,,,,,,,,,,,,,,,,,,,,,,,
BL64,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
BL64,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
BL64,quiets,Heart,,,,,,,,,,,,,,,,,,,,,,,
BL64,quiets,Spirit,,,,,,,,,,,,,,,,,,,,,,,
BL64,dissipates,Wind,,,,,,,,,,,,,,,,,,,,,,,
BL64,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
BL65,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
BL65,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
BL65,eliminates,Wind,,,,,,,,,,,,,,,,,,,,,,,
BL66,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
BL66,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
BL66,eliminates,Wind,,,,,,,,,,,,,,,,,,,,,,,
BL67,eliminates,Wind,,,,,,,,,,,,,,,,,,,,,,,
BL67,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
BL67,invigorates,Blood,,,,,,,,,,,,,,,,,,,,,,,
BL67,clears,Eyes,,,,,,,,,,,,,,,,,,,,,,,
KI1,tonifies,Yin,,,,,,,,,,,,,,,,,,,,,,,
KI1,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
KI1,subdues,Wind,,,,,,,,,,,,,,,,,,,,,,,
KI1,subdues,Empty Heat,,,,,,,,,,,,,,,,,,,,,,,
KI1,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
KI1,restores,Consciousness,,,,,,,,,,,,,,,,,,,,,,,
KI1,clears,Brain,,,,,,,,,,,,,,,,,,,,,,,
KI2,clears,Empty Heat,,,,,,,,,,,,,,,,,,,,,,,
KI2,cools,Blood,,,,,,,,,,,,,,,,,,,,,,,
KI2,invigorates,Yin Qiao Mai Vessel,,,,,,,,,,,,,,,,,,,,,,,
KI3,tonifies,Kidney,,,,,,,,,,,,,,,,,,,,,,,
KI3,benefits,Essence,,,,,,,,,,,,,,,,,,,,,,,
KI3,strengthens,Lower Back,,,,,,,,,,,,,,,,,,,,,,,
KI3,strengthens,Knees,,,,,,,,,,,,,,,,,,,,,,,
KI3,regulates,Uterus,,,,,,,,,,,,,,,,,,,,,,,
KI4,strengthens,Back,,,,,,,,,,,,,,,,,,,,,,,
KI4,lifts,Spirit,,,,,,,,,,,,,,,,,,,,,,,
KI5,benefits,Urination,,,,,,,,,,,,,,,,,,,,,,,
KI5,promotes,Blood Circulation,,,,,,,,,,,,,,,,,,,,,,,
KI5,stops,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
KI5,regulates,Uterus,,,,,,,,,,,,,,,,,,,,,,,
KI6,nourishes,Yin,,,,,,,,,,,,,,,,,,,,,,,
KI6,benefits,Eyes,,,,,,,,,,,,,,,,,,,,,,,
KI6,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
KI6,invigorates,Yin Qiao Mai Vessel,,,,,,,,,,,,,,,,,,,,,,,
KI6,cools,Blood,,,,,,,,,,,,,,,,,,,,,,,
KI6,benefits,Throat,,,,,,,,,,,,,,,,,,,,,,,
KI6,promotes,Uterus Function,,,,,,,,,,,,,,,,,,,,,,,
KI6,opens,Chest,,,,,,,,,,,,,,,,,,,,,,,
KI6,cools,Heat,,,,,,,,,,,,,,,,,,,,,,,
KI6,calms,Spirit,,,,,,,,,,,,,,,,,,,,,,,
KI7,tonifies,Kidneys,,,,,,,,,,,,,,,,,,,,,,,
KI7,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,
KI7,eliminates,Edema,,,,,,,,,,,,,,,,,,,,,,,
KI7,strengthens,Lower Back,,,,,,,,,,,,,,,,,,,,,,,
KI7,regulates,Sweating,,,,,,,,,,,,,,,,,,,,,,,
KI8,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
KI8,stops,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
KI8,removes,Masses,,,,,,,,,,,,,,,,,,,,,,,
KI8,regulates,Menses,,,,,,,,,,,,,,,,,,,,,,,
KI9,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
KI9,tonifies,Kidney Yin,,,,,,,,,,,,,,,,,,,,,,,
KI9,opens,Chest,,,,,,,,,,,,,,,,,,,,,,,
KI9,regulates,Yin Wei Mai Vessel,,,,,,,,,,,,,,,,,,,,,,,
KI10,expels,Dampness,,,,,,,,,,,,,,,,,,,,,,,
KI10,tonifies,Kidney Yin,,,,,,,,,,,,,,,,,,,,,,,
KI11,boosts,Stomach,,,,,,,,,,,,,,,,,,,,,,,
KI11,disinhibits,Damp,,,,,,,,,,,,,,,,,,,,,,,
KI12,supplements,Kidney Qi,,,,,,,,,,,,,,,,,,,,,,,
KI12,regulates,Penetrating Vessels,,,,,,,,,,,,,,,,,,,,,,,
KI12,regulates,Conception Vessels,,,,,,,,,,,,,,,,,,,,,,,
KI13,tonifies,Kidney,,,,,,,,,,,,,,,,,,,,,,,
KI13,tonifies,Essence,,,,,,,,,,,,,,,,,,,,,,,
KI13,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
KI14,supplements,Kidney Qi,,,,,,,,,,,,,,,,,,,,,,,
KI14,regulates,Penetrating Vessels,,,,,,,,,,,,,,,,,,,,,,,
KI14,regulates,Conception Vessels,,,,,,,,,,,,,,,,,,,,,,,
KI14,promotes,Free Flow Through Waterway,,,,,,,,,,,,,,,,,,,,,,,
KI15,nourishes,Kidney Channels,,,,,,,,,,,,,,,,,,,,,,,
KI15,regulates,Penetrating Vessels,,,,,,,,,,,,,,,,,,,,,,,
KI15,regulates,Conception Vessels,,,,,,,,,,,,,,,,,,,,,,,
KI15,disinhibits,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,
KI16,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
KI16,tonifies,Kidneys,,,,,,,,,,,,,,,,,,,,,,,
KI16,benefits,Heart,,,,,,,,,,,,,,,,,,,,,,,
KI17,fortifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,
KI17,disinhibits,Damp,,,,,,,,,,,,,,,,,,,,,,,
KI17,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
KI17,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
KI18,fortifies,Center,,,,,,,,,,,,,,,,,,,,,,,
KI18,harmonizes,Stomach,,,,,,,,,,,,,,,,,,,,,,,
KI18,frees,Intestines,,,,,,,,,,,,,,,,,,,,,,,
KI18,abducts,Stagnation,,,,,,,,,,,,,,,,,,,,,,,
KI19,fortifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,
KI19,harmonizes,Stomach,,,,,,,,,,,,,,,,,,,,,,,
KI19,regulates,Qi,,,,,,,,,,,,,,,,,,,,,,,
KI19,frees,Abdominal Qi,,,,,,,,,,,,,,,,,,,,,,,
KI19,regulates,Penetrating Vessels,,,,,,,,,,,,,,,,,,,,,,,
KI19,regulates,Conception Vessels,,,,,,,,,,,,,,,,,,,,,,,
KI20,fortifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,
KI20,harmonizes,Stomach,,,,,,,,,,,,,,,,,,,,,,,
KI20,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,
KI20,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
KI21,courses,Liver,,,,,,,,,,,,,,,,,,,,,,,
KI21,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
KI21,fortifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,
KI21,harmonizes,Stomach,,,,,,,,,,,,,,,,,,,,,,,
KI21,clears,Abdominal Heat,,,,,,,,,,,,,,,,,,,,,,,
KI22,diffuses,Lungs,,,,,,,,,,,,,,,,,,,,,,,
KI22,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,
KI22,downbears,Bounterflow,,,,,,,,,,,,,,,,,,,,,,,
KI22,stops,Vomiting,,,,,,,,,,,,,,,,,,,,,,,
KI23,tonifies,Kidneys,,,,,,,,,,,,,,,,,,,,,,,
KI23,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
KI24,tonifies,Kidneys,,,,,,,,,,,,,,,,,,,,,,,
KI24,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
KI25,tonifies,Kidneys,,,,,,,,,,,,,,,,,,,,,,,
KI25,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
KI26,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,
KI26,promotes,Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
KI26,calms,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,
KI26,relieves,Cough,,,,,,,,,,,,,,,,,,,,,,,
KI27,stimulates,Kidney Function Of Reception Of Qi,,,,,,,,,,,,,,,,,,,,,,,
KI27,subdues,Rebellious Qi,,,,,,,,,,,,,,,,,,,,,,,
KI27,stops,Cough,,,,,,,,,,,,,,,,,,,,,,,
KI27,calms,Asthma,,,,,,,,,,,,,,,,,,,,,,,
KI27,resolves,Phlegm,,,,,,,,,,,,,,,,,,,,,,,
PC1,opens,Chest,,,,,,,,,,,,,,,,,,,,,,,
PC1,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
PC1,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,
PC1,calms,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,
PC1,diffuses,Lungs,,,,,,,,,,,,,,,,,,,,,,,
PC1,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
PC2,opens,Chest,,,,,,,,,,,,,,,,,,,,,,,
PC2,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
PC2,nourishes,Heart,,,,,,,,,,,,,,,,,,,,,,,
PC2,calms,Spirit,,,,,,,,,,,,,,,,,,,,,,,
PC2,quickens,Blood,,,,,,,,,,,,,,,,,,,,,,,
PC2,transforms,Stasis,,,,,,,,,,,,,,,,,,,,,,,
PC2,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
PC3,pacifies,Stomach,,,,,,,,,,,,,,,,,,,,,,,
PC3,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
PC3,cools,Blood,,,,,,,,,,,,,,,,,,,,,,,
PC3,expels,Fire Poison,,,,,,,,,,,,,,,,,,,,,,,
PC3,opens,Orifices,,,,,,,,,,,,,,,,,,,,,,,
PC3,stops,Convulsions,,,,,,,,,,,,,,,,,,,,,,,
PC3,moves,Blood,,,,,,,,,,,,,,,,,,,,,,,
PC3,dispels,Stasis,,,,,,,,,,,,,,,,,,,,,,,
PC3,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
PC4,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
PC4,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,
PC4,calms,Heart,,,,,,,,,,,,,,,,,,,,,,,
PC4,opens,Chest,,,,,,,,,,,,,,,,,,,,,,,
PC4,regulates,Blood,,,,,,,,,,,,,,,,,,,,,,,
PC4,cools,Blood,,,,,,,,,,,,,,,,,,,,,,,
PC4,strengthens,Mind,,,,,,,,,,,,,,,,,,,,,,,
PC5,resolves,Heart Phlegm,,,,,,,,,,,,,,,,,,,,,,,
PC5,regulates,Heart Qi,,,,,,,,,,,,,,,,,,,,,,,
PC5,opens,Chest,,,,,,,,,,,,,,,,,,,,,,,
PC5,regulates,Stomach,,,,,,,,,,,,,,,,,,,,,,,
PC5,regulates,Heat,,,,,,,,,,,,,,,,,,,,,,,
PC6,opens,Chest,,,,,,,,,,,,,,,,,,,,,,,
PC6,regulates,Heart Qi,,,,,,,,,,,,,,,,,,,,,,,
PC6,regulates,Heart Blood,,,,,,,,,,,,,,,,,,,,,,,
PC6,regulates,Triple Burner,,,,,,,,,,,,,,,,,,,,,,,
PC6,clears,Triple Burner,,,,,,,,,,,,,,,,,,,,,,,
PC6,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
PC6,regulates,Terminal Yin,,,,,,,,,,,,,,,,,,,,,,,
PC6,harmonizes,Stomach,,,,,,,,,,,,,,,,,,,,,,,
PC7,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
PC7,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
PC8,clears,Heart Fire,,,,,,,,,,,,,,,,,,,,,,,
PC8,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
PC9,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
PC9,restores,Consciousness,,,,,,,,,,,,,,,,,,,,,,,
PC9,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE1,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE1,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE1,invigorates,Blood,,,,,,,,,,,,,,,,,,,,,,,
TE1,restores,Consciousness,,,,,,,,,,,,,,,,,,,,,,,
TE1,stops,Convulsions,,,,,,,,,,,,,,,,,,,,,,,
TE2,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE2,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE2,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
TE2,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
TE3,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE3,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE3,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
TE3,lifts,Mind,,,,,,,,,,,,,,,,,,,,,,,
TE3,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
TE3,regulates,Qi,,,,,,,,,,,,,,,,,,,,,,,
TE4,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
TE4,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
TE4,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE4,regulates,Stomach,,,,,,,,,,,,,,,,,,,,,,,
TE4,promotes,Fluids Transformation,,,,,,,,,,,,,,,,,,,,,,,
TE4,benefits,Original Qi,,,,,,,,,,,,,,,,,,,,,,,
TE4,tonifies,Penetrating Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE4,tonifies,Directing Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE5,expels,Wind Heat,,,,,,,,,,,,,,,,,,,,,,,
TE5,releases,Exterior,,,,,,,,,,,,,,,,,,,,,,,
TE5,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
TE5,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
TE5,subdues,Liver Yang,,,,,,,,,,,,,,,,,,,,,,,
TE6,regulates,Qi,,,,,,,,,,,,,,,,,,,,,,,
TE6,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
TE6,removes,Large Intestine Obstruction,,,,,,,,,,,,,,,,,,,,,,,
TE6,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE6,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE7,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
TE7,benefits,Eyes,,,,,,,,,,,,,,,,,,,,,,,
TE7,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
TE7,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,
TE8,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE8,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
TE9,courses,Channels,,,,,,,,,,,,,,,,,,,,,,,
TE9,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE9,frees,Waterways,,,,,,,,,,,,,,,,,,,,,,,
TE9,regulates,Waterways,,,,,,,,,,,,,,,,,,,,,,,
TE9,disinhibits,Throat,,,,,,,,,,,,,,,,,,,,,,,
TE9,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,
TE10,relaxes,Tendons,,,,,,,,,,,,,,,,,,,,,,,
TE10,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,
TE10,resolves,Phlegm,,,,,,,,,,,,,,,,,,,,,,,
TE10,dispels,Masses,,,,,,,,,,,,,,,,,,,,,,,
TE10,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE10,dispels,Stagnation,,,,,,,,,,,,,,,,,,,,,,,
TE10,regulates,Nutritive Qi,,,,,,,,,,,,,,,,,,,,,,,
TE10,regulates,Defensive Qi,,,,,,,,,,,,,,,,,,,,,,,
TE11,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
TE11,frees,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE11,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE11,drains,Fire,,,,,,,,,,,,,,,,,,,,,,,
TE12,courses,Channels,,,,,,,,,,,,,,,,,,,,,,,
TE12,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE12,moves,Qi,,,,,,,,,,,,,,,,,,,,,,,
TE12,clears,Depressed Heat,,,,,,,,,,,,,,,,,,,,,,,
TE12,drains,Depressed Heat,,,,,,,,,,,,,,,,,,,,,,,
TE13,clears,Pathogenic Heat,,,,,,,,,,,,,,,,,,,,,,,
TE13,discharges,Pathogenic Heat,,,,,,,,,,,,,,,,,,,,,,,
TE13,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
TE13,frees,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE13,disinhibits,Joints,,,,,,,,,,,,,,,,,,,,,,,
TE14,dispels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE14,overcomes,Damp,,,,,,,,,,,,,,,,,,,,,,,
TE14,moves,Qi,,,,,,,,,,,,,,,,,,,,,,,
TE14,quickens,Blood,,,,,,,,,,,,,,,,,,,,,,,
TE14,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
TE15,dispels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE15,eliminates,Damp,,,,,,,,,,,,,,,,,,,,,,,
TE15,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
TE15,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE15,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
TE16,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE16,drains,Fire,,,,,,,,,,,,,,,,,,,,,,,
TE16,dispels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE16,eliminates,Damp,,,,,,,,,,,,,,,,,,,,,,,
TE16,reduces,Swelling,,,,,,,,,,,,,,,,,,,,,,,
TE16,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,
TE16,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
TE16,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE17,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE17,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
TE18,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
TE18,resolves,Tetany,,,,,,,,,,,,,,,,,,,,,,,
TE18,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE18,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
TE18,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,
TE19,courses,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE19,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE19,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
TE19,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
TE19,quiets,Spirit,,,,,,,,,,,,,,,,,,,,,,,
TE19,settles,Fright,,,,,,,,,,,,,,,,,,,,,,,
TE20,clears,Head,,,,,,,,,,,,,,,,,,,,,,,
TE20,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,
TE20,courses,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE20,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE21,courses,Channels,,,,,,,,,,,,,,,,,,,,,,,
TE21,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE21,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,
TE21,boosts,Hearing,,,,,,,,,,,,,,,,,,,,,,,
TE22,dispels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE22,frees,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
TE22,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,
TE23,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
TE23,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,
TE23,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,
GB1,expels,Wind Heat,,,,,,,,,,,,,,,,,,,,,,,
GB1,clears,Fire,,,,,,,,,,,,,,,,,,,,,,,
GB1,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,
GB2,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
GB2,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
GB2,expels,Exterior Wind,,,,,,,,,,,,,,,,,,,,,,,
GB3,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
GB3,quickens,Connecting,,,,,,,,,,,,,,,,,,,,,,,
GB3,boosts,Hearing,,,,,,,,,,,,,,,,,,,,,,,
GB4,courses,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB4,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GB4,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GB4,settles,Fright,,,,,,,,,,,,,,,,,,,,,,,
GB4,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
GB5,courses,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB5,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GB5,disperses,Swelling,,,,,,,,,,,,,,,,,,,,,,,
GB5,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
GB6,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
GB6,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
GB7,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GB7,disperses,Swelling,,,,,,,,,,,,,,,,,,,,,,,
GB7,extinguishes,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB7,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
GB8,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
GB8,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
GB9,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
GB9,subdues,Rising Qi,,,,,,,,,,,,,,,,,,,,,,,
GB9,eliminates,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
GB9,calms,Spasms,,,,,,,,,,,,,,,,,,,,,,,
GB9,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
GB10,courses,Liver,,,,,,,,,,,,,,,,,,,,,,,
GB10,disinhibits,Liver,,,,,,,,,,,,,,,,,,,,,,,
GB10,courses,Gallbladder,,,,,,,,,,,,,,,,,,,,,,,
GB10,disinhibits,Gallbladder,,,,,,,,,,,,,,,,,,,,,,,
GB10,dissipates,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB10,frees,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GB11,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GB11,disinhibits,Gallbladder Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB11,frees,Ears,,,,,,,,,,,,,,,,,,,,,,,
GB11,disinhibits,Throat,,,,,,,,,,,,,,,,,,,,,,,
GB12,eliminates,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB12,calms,Spasms,,,,,,,,,,,,,,,,,,,,,,,
GB12,subdues,Rising Qi,,,,,,,,,,,,,,,,,,,,,,,
GB12,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
GB13,eliminates,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB13,gathers,Essence,,,,,,,,,,,,,,,,,,,,,,,
GB13,clears,Brain,,,,,,,,,,,,,,,,,,,,,,,
GB14,eliminates,Exterior Wind,,,,,,,,,,,,,,,,,,,,,,,
GB14,subdues,Rising Qi,,,,,,,,,,,,,,,,,,,,,,,
GB15,regulates,Mind,,,,,,,,,,,,,,,,,,,,,,,
GB15,balances,Emotions,,,,,,,,,,,,,,,,,,,,,,,
GB15,clears,Brain,,,,,,,,,,,,,,,,,,,,,,,
GB15,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,
GB15,frees,Nose,,,,,,,,,,,,,,,,,,,,,,,
GB16,courses,Channels,,,,,,,,,,,,,,,,,,,,,,,
GB16,courses,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GB16,clears,Head,,,,,,,,,,,,,,,,,,,,,,,
GB16,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,
GB17,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GB17,drains,Gallbladder,,,,,,,,,,,,,,,,,,,,,,,
