Acupoint_Code,Relation,Action_Target,,,,,,,,,,,,,,,,,,,,,,,
GB17,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB17,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GB18,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
GB18,clears,Brain,,,,,,,,,,,,,,,,,,,,,,,
GB18,drains,Heat,,,,,,,,,,,,,,,,,,,,,,,
GB18,diffuses,Lungs,,,,,,,,,,,,,,,,,,,,,,,
GB18,frees,Portals,,,,,,,,,,,,,,,,,,,,,,,
GB19,clears,Gallbladder,,,,,,,,,,,,,,,,,,,,,,,
GB19,drains,Fire,,,,,,,,,,,,,,,,,,,,,,,
GB19,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB19,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GB19,rouses,Brain,,,,,,,,,,,,,,,,,,,,,,,
GB19,frees,Portals,,,,,,,,,,,,,,,,,,,,,,,
GB20,eliminates,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
GB20,eliminates,Exterior Wind,,,,,,,,,,,,,,,,,,,,,,,
GB20,subdues,Liver Yang,,,,,,,,,,,,,,,,,,,,,,,
GB20,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,
GB20,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
GB20,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GB20,clears,Brain,,,,,,,,,,,,,,,,,,,,,,,
GB21,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB21,promotes,Lactation,,,,,,,,,,,,,,,,,,,,,,,
GB21,promotes,Delivery,,,,,,,,,,,,,,,,,,,,,,,
GB22,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,
GB22,normalizes,Qi,,,,,,,,,,,,,,,,,,,,,,,
GB22,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB22,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GB23,courses,Liver,,,,,,,,,,,,,,,,,,,,,,,
GB23,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
GB23,calms,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,
GB23,downbears,Counterflow,,,,,,,,,,,,,,,,,,,,,,,
GB24,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB24,promotes,Gallbladder Function,,,,,,,,,,,,,,,,,,,,,,,
GB24,promotes,Liver Function,,,,,,,,,,,,,,,,,,,,,,,
GB25,diagnoses,Kidney Problems,,,,,,,,,,,,,,,,,,,,,,,
GB26,regulates,Uterus,,,,,,,,,,,,,,,,,,,,,,,
GB26,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB26,regulates,Girdle Vessel,,,,,,,,,,,,,,,,,,,,,,,
GB27,strengthens,Lumbar,,,,,,,,,,,,,,,,,,,,,,,
GB27,boosts,Kidneys,,,,,,,,,,,,,,,,,,,,,,,
GB27,courses,Liver,,,,,,,,,,,,,,,,,,,,,,,
GB27,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
GB27,treats,Vaginal Discharge,,,,,,,,,,,,,,,,,,,,,,,
GB28,courses,Stagnant Qi,,,,,,,,,,,,,,,,,,,,,,,
GB28,rectifies,Two Intestines,,,,,,,,,,,,,,,,,,,,,,,
GB28,leashes,Girdle Vessel,,,,,,,,,,,,,,,,,,,,,,,
GB29,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
GB30,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
GB30,tonifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
GB30,tonifies,Blood,,,,,,,,,,,,,,,,,,,,,,,
GB30,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB31,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB31,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB31,strengthens,Bones,,,,,,,,,,,,,,,,,,,,,,,
GB31,relieves,Itching,,,,,,,,,,,,,,,,,,,,,,,
GB32,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB32,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GB32,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB32,dissipates,Cold,,,,,,,,,,,,,,,,,,,,,,,
GB33,dispels,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB33,dissipates,Cold,,,,,,,,,,,,,,,,,,,,,,,
GB33,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB33,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GB33,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
GB34,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
GB34,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB34,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
GB34,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB34,subdues,Rebellious Qi,,,,,,,,,,,,,,,,,,,,,,,
GB35,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB35,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
GB35,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,
GB36,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
GB36,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,
GB37,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,
GB37,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB37,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GB37,conducts,Fire Downwards,,,,,,,,,,,,,,,,,,,,,,,
GB38,subdues,Liver Yang,,,,,,,,,,,,,,,,,,,,,,,
GB38,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GB38,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB39,benefits,Essence,,,,,,,,,,,,,,,,,,,,,,,
GB39,nourishes,Marrow,,,,,,,,,,,,,,,,,,,,,,,
GB39,eliminates,Wind,,,,,,,,,,,,,,,,,,,,,,,
GB39,strengthens,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GB39,strengthens,Bones,,,,,,,,,,,,,,,,,,,,,,,
GB39,clears,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB39,cools,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB39,benefits,Liver,,,,,,,,,,,,,,,,,,,,,,,
GB39,benefits,Gallbladder,,,,,,,,,,,,,,,,,,,,,,,
GB40,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
GB41,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB41,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
GB41,regulates,Girdle Vessel,,,,,,,,,,,,,,,,,,,,,,,
GB42,clears,Liver,,,,,,,,,,,,,,,,,,,,,,,
GB42,drains,Gallbladder,,,,,,,,,,,,,,,,,,,,,,,
GB42,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,
GB42,sharpens,Hearing,,,,,,,,,,,,,,,,,,,,,,,
GB43,subdues,Liver Yang,,,,,,,,,,,,,,,,,,,,,,,
GB43,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,
GB43,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GB44,subdues,Liver Yang,,,,,,,,,,,,,,,,,,,,,,,
GB44,benefits,Eyes,,,,,,,,,,,,,,,,,,,,,,,
GB44,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
LR1,regulates,Menses,,,,,,,,,,,,,,,,,,,,,,,
LR1,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
LR1,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
LR1,restores,Consciousness,,,,,,,,,,,,,,,,,,,,,,,
LR2,clears,Liver Fire,,,,,,,,,,,,,,,,,,,,,,,
LR2,subdues,Liver Yang,,,,,,,,,,,,,,,,,,,,,,,
LR2,cools,Blood,,,,,,,,,,,,,,,,,,,,,,,
LR2,subdues,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
LR3,subdues,Liver Yang,,,,,,,,,,,,,,,,,,,,,,,
LR3,expels,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
LR3,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
LR3,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
LR3,calms,Spasms,,,,,,,,,,,,,,,,,,,,,,,
LR4,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
LR5,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
LR5,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
LR6,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,
LR6,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
LR6,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,
LR7,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
LR7,frees,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
LR7,disinhibits,Joints,,,,,,,,,,,,,,,,,,,,,,,
LR7,dispels,Wind,,,,,,,,,,,,,,,,,,,,,,,
LR7,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
LR9,courses,Liver,,,,,,,,,,,,,,,,,,,,,,,
LR9,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
LR9,adjusts,Penetrating Vessels,,,,,,,,,,,,,,,,,,,,,,,
LR9,adjusts,Conception Vessels,,,,,,,,,,,,,,,,,,,,,,,
LR9,clears,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,
LR9,disinhibits,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,
LR10,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
LR10,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
LR10,clears,Lower Burner Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
LR10,disinhibits,Lower Burner Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
LR11,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
LR11,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
LR11,regulates,Penetrating Vessels,,,,,,,,,,,,,,,,,,,,,,,
LR11,regulates,Conception Vessels,,,,,,,,,,,,,,,,,,,,,,,
LR12,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
LR12,dissipates,Cold,,,,,,,,,,,,,,,,,,,,,,,
LR13,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
LR13,relieves,Food Retention,,,,,,,,,,,,,,,,,,,,,,,
LR13,benefits,Stomach,,,,,,,,,,,,,,,,,,,,,,,
LR13,benefits,Spleen,,,,,,,,,,,,,,,,,,,,,,,
LR14,promotes,Liver Qi Smooth Flow,,,,,,,,,,,,,,,,,,,,,,,
LR14,benefits,Stomach,,,,,,,,,,,,,,,,,,,,,,,
LR14,cools,Blood,,,,,,,,,,,,,,,,,,,,,,,
CV1,nourishes,Yin,,,,,,,,,,,,,,,,,,,,,,,
CV1,benefits,Essence,,,,,,,,,,,,,,,,,,,,,,,
CV1,promotes,Resuscitation,,,,,,,,,,,,,,,,,,,,,,,
CV1,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
CV2,warms,Yang,,,,,,,,,,,,,,,,,,,,,,,
CV2,supplements,Kidney,,,,,,,,,,,,,,,,,,,,,,,
CV2,regulates,Menses,,,,,,,,,,,,,,,,,,,,,,,
CV2,stops,Vaginal Discharge,,,,,,,,,,,,,,,,,,,,,,,
CV3,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
CV3,promotes,Qi Transformation Bladder Function,,,,,,,,,,,,,,,,,,,,,,,
CV3,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
CV4,nourishes,Blood,,,,,,,,,,,,,,,,,,,,,,,
CV4,nourishes,Yin,,,,,,,,,,,,,,,,,,,,,,,
CV4,strengthens,Yang,,,,,,,,,,,,,,,,,,,,,,,
CV4,regulates,Uterus,,,,,,,,,,,,,,,,,,,,,,,
CV4,benefits,Original Qi,,,,,,,,,,,,,,,,,,,,,,,
CV4,tonifies,Kidneys,,,,,,,,,,,,,,,,,,,,,,,
CV4,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
CV4,roots,Ethereal Soul,,,,,,,,,,,,,,,,,,,,,,,
CV5,strengthens,Original Qi,,,,,,,,,,,,,,,,,,,,,,,
CV5,promotes,Fluid Transformation,,,,,,,,,,,,,,,,,,,,,,,
CV5,promotes,Fluids Excretion,,,,,,,,,,,,,,,,,,,,,,,
CV5,opens,Water Passages,,,,,,,,,,,,,,,,,,,,,,,
CV6,tonifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
CV6,tonifies,Yang,,,,,,,,,,,,,,,,,,,,,,,
CV6,regulates,Qi,,,,,,,,,,,,,,,,,,,,,,,
CV6,tonifies,Original Qi,,,,,,,,,,,,,,,,,,,,,,,
CV6,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,
CV7,nourishes,Yin,,,,,,,,,,,,,,,,,,,,,,,
CV7,regulates,Uterus,,,,,,,,,,,,,,,,,,,,,,,
CV7,regulates,Penetrating Vessels,,,,,,,,,,,,,,,,,,,,,,,
CV8,rescues,Yang,,,,,,,,,,,,,,,,,,,,,,,
CV8,strengthens,Spleen,,,,,,,,,,,,,,,,,,,,,,,
CV8,tonifies,Original Qi,,,,,,,,,,,,,,,,,,,,,,,
CV8,warms,Original Yang,,,,,,,,,,,,,,,,,,,,,,,
CV8,frees,Original Yang,,,,,,,,,,,,,,,,,,,,,,,
CV8,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,
CV8,restores,Consciousness,,,,,,,,,,,,,,,,,,,,,,,
CV8,moves,Gastrointestinal Qi,,,,,,,,,,,,,,,,,,,,,,,
CV8,transforms,Cold Damp Accumulating Stagnations,,,,,,,,,,,,,,,,,,,,,,,
CV9,moves,Spleen,,,,,,,,,,,,,,,,,,,,,,,
CV9,disinhibits,Water Damp,,,,,,,,,,,,,,,,,,,,,,,
CV10,promotes,Stomach Qi Descending,,,,,,,,,,,,,,,,,,,,,,,
CV10,relieves,Food Stagnation,,,,,,,,,,,,,,,,,,,,,,,
CV10,tonifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,
CV11,promotes,Stomach Rotting,,,,,,,,,,,,,,,,,,,,,,,
CV11,promotes,Stomach Ripening,,,,,,,,,,,,,,,,,,,,,,,
CV11,stimulates,Stomach Qi Descending,,,,,,,,,,,,,,,,,,,,,,,
CV12,tonifies,Stomach,,,,,,,,,,,,,,,,,,,,,,,
CV12,tonifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,
CV12,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,
CV12,regulates,Stomach Qi,,,,,,,,,,,,,,,,,,,,,,,
CV13,subdues,Rebellious Stomach Qi,,,,,,,,,,,,,,,,,,,,,,,
CV14,subdues,Rebellious Stomach Qi,,,,,,,,,,,,,,,,,,,,,,,
CV14,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
CV14,clears,Heart,,,,,,,,,,,,,,,,,,,,,,,
CV15,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
CV15,benefits,Original Qi,,,,,,,,,,,,,,,,,,,,,,,
CV16,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,
CV16,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
CV16,downbears,Counterflow,,,,,,,,,,,,,,,,,,,,,,,
CV16,harmonizes,Center,,,,,,,,,,,,,,,,,,,,,,,
CV17,tonifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
CV17,regulates,Qi,,,,,,,,,,,,,,,,,,,,,,,
CV17,dispels,Chest Fullness,,,,,,,,,,,,,,,,,,,,,,,
CV17,clears,Lungs,,,,,,,,,,,,,,,,,,,,,,,
CV17,resolves,Phlegm,,,,,,,,,,,,,,,,,,,,,,,
CV17,benefits,Diaphragm,,,,,,,,,,,,,,,,,,,,,,,
CV17,benefits,Breasts,,,,,,,,,,,,,,,,,,,,,,,
CV18,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,
CV18,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
CV18,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,
CV18,dispels,Phlegm,,,,,,,,,,,,,,,,,,,,,,,
CV19,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,
CV19,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
CV19,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,
CV19,disinhibits,Throat,,,,,,,,,,,,,,,,,,,,,,,
CV20,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,
CV20,disinhibits,Diaphragm,,,,,,,,,,,,,,,,,,,,,,,
CV20,clears,Lungs,,,,,,,,,,,,,,,,,,,,,,,
CV20,stops,Cough,,,,,,,,,,,,,,,,,,,,,,,
CV21,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,
CV21,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,
CV21,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,
CV21,downbears,Counterflow,,,,,,,,,,,,,,,,,,,,,,,
CV22,stimulates,Lung Qi Descending,,,,,,,,,,,,,,,,,,,,,,,
CV22,resolves,Phlegm,,,,,,,,,,,,,,,,,,,,,,,
CV22,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
CV22,stops,Cough,,,,,,,,,,,,,,,,,,,,,,,
CV22,benefits,Throat,,,,,,,,,,,,,,,,,,,,,,,
CV22,soothes,Asthma,,,,,,,,,,,,,,,,,,,,,,,
CV23,dispels,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
CV23,promotes,Speech,,,,,,,,,,,,,,,,,,,,,,,
CV23,clears,Fire,,,,,,,,,,,,,,,,,,,,,,,
CV23,resolves,Phlegm,,,,,,,,,,,,,,,,,,,,,,,
CV23,subdues,Rebellious Qi,,,,,,,,,,,,,,,,,,,,,,,
CV24,expels,Exterior Wind,,,,,,,,,,,,,,,,,,,,,,,
GV1,regulates,Governing Vessels,,,,,,,,,,,,,,,,,,,,,,,
GV1,regulates,Directing Vessels,,,,,,,,,,,,,,,,,,,,,,,
GV1,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GV1,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
GV2,extinguishes,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
GV2,calms,Spasms,,,,,,,,,,,,,,,,,,,,,,,
GV2,calms,Convulsions,,,,,,,,,,,,,,,,,,,,,,,
GV2,strengthens,Lower Back,,,,,,,,,,,,,,,,,,,,,,,
GV3,strengthens,Lower Back,,,,,,,,,,,,,,,,,,,,,,,
GV3,tonifies,Yang,,,,,,,,,,,,,,,,,,,,,,,
GV3,strengthens,Legs,,,,,,,,,,,,,,,,,,,,,,,
GV4,tonifies,Kidney Yang,,,,,,,,,,,,,,,,,,,,,,,
GV4,nourishes,Original Qi,,,,,,,,,,,,,,,,,,,,,,,
GV4,warms,Vitality Gate,,,,,,,,,,,,,,,,,,,,,,,
GV4,expels,Cold,,,,,,,,,,,,,,,,,,,,,,,
GV4,strengthens,Lower Back,,,,,,,,,,,,,,,,,,,,,,,
GV4,benefits,Essence,,,,,,,,,,,,,,,,,,,,,,,
GV5,fortifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,
GV5,harmonizes,Stomach,,,,,,,,,,,,,,,,,,,,,,,
GV5,strengthens,Lumbar,,,,,,,,,,,,,,,,,,,,,,,
GV5,strengthens,Knees,,,,,,,,,,,,,,,,,,,,,,,
GV6,fortifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,
GV6,disinhibits,Damp,,,,,,,,,,,,,,,,,,,,,,,
GV6,supplements,Kidney,,,,,,,,,,,,,,,,,,,,,,,
GV6,stems,Desertion,,,,,,,,,,,,,,,,,,,,,,,
GV6,strengthens,Lumbar,,,,,,,,,,,,,,,,,,,,,,,
GV7,supplements,Kidneys,,,,,,,,,,,,,,,,,,,,,,,
GV7,strengthens,Lumbar,,,,,,,,,,,,,,,,,,,,,,,
GV7,harmonizes,Stomach,,,,,,,,,,,,,,,,,,,,,,,
GV7,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
GV8,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GV8,eliminates,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
GV9,regulates,Liver,,,,,,,,,,,,,,,,,,,,,,,
GV9,regulates,Gallbladder,,,,,,,,,,,,,,,,,,,,,,,
GV9,moves,Qi,,,,,,,,,,,,,,,,,,,,,,,
GV9,opens,Chest,,,,,,,,,,,,,,,,,,,,,,,
GV9,opens,Diaphragm,,,,,,,,,,,,,,,,,,,,,,,
GV9,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,
GV10,diffuses,Lungs,,,,,,,,,,,,,,,,,,,,,,,
GV10,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,
GV10,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,
GV10,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GV11,regulates,Heart,,,,,,,,,,,,,,,,,,,,,,,
GV11,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
GV12,eliminates,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
GV12,calms,Spasms,,,,,,,,,,,,,,,,,,,,,,,
GV12,tonifies,Lung Qi,,,,,,,,,,,,,,,,,,,,,,,
GV12,strengthens,Body,,,,,,,,,,,,,,,,,,,,,,,
GV13,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GV13,releases,Exterior,,,,,,,,,,,,,,,,,,,,,,,
GV13,regulates,Lesser Yang,,,,,,,,,,,,,,,,,,,,,,,
GV14,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GV14,releases,Exterior,,,,,,,,,,,,,,,,,,,,,,,
GV14,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,
GV14,regulates,Nutritive Qi,,,,,,,,,,,,,,,,,,,,,,,
GV14,regulates,Defensive Qi,,,,,,,,,,,,,,,,,,,,,,,
GV14,clears,Mind,,,,,,,,,,,,,,,,,,,,,,,
GV14,tonifies,Yang,,,,,,,,,,,,,,,,,,,,,,,
GV15,clears,Mind,,,,,,,,,,,,,,,,,,,,,,,
GV15,stimulates,Speech,,,,,,,,,,,,,,,,,,,,,,,
GV16,eliminates,Wind,,,,,,,,,,,,,,,,,,,,,,,
GV16,clears,Mind,,,,,,,,,,,,,,,,,,,,,,,
GV16,benefits,Brain,,,,,,,,,,,,,,,,,,,,,,,
GV17,eliminates,Wind,,,,,,,,,,,,,,,,,,,,,,,
GV17,benefits,Brain,,,,,,,,,,,,,,,,,,,,,,,
GV17,clears,Mind,,,,,,,,,,,,,,,,,,,,,,,
GV18,calms,Liver,,,,,,,,,,,,,,,,,,,,,,,
GV18,extinguishes,Wind,,,,,,,,,,,,,,,,,,,,,,,
GV18,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,
GV18,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GV19,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
GV20,clears,Mind,,,,,,,,,,,,,,,,,,,,,,,
GV20,lifts,Spirit,,,,,,,,,,,,,,,,,,,,,,,
GV20,tonifies,Yang,,,,,,,,,,,,,,,,,,,,,,,
GV20,strengthens,Spleen Ascending Function,,,,,,,,,,,,,,,,,,,,,,,
GV20,eliminates,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,
GV20,promotes,Resuscitation,,,,,,,,,,,,,,,,,,,,,,,
GV21,extinguishes,Wind,,,,,,,,,,,,,,,,,,,,,,,
GV21,relieves,Tetany,,,,,,,,,,,,,,,,,,,,,,,
GV21,frees,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,
GV21,disperses,Swelling,,,,,,,,,,,,,,,,,,,,,,,
GV21,stabilizes,Spirit,,,,,,,,,,,,,,,,,,,,,,,
GV22,calms,Liver,,,,,,,,,,,,,,,,,,,,,,,
GV22,extinguishes,Wind,,,,,,,,,,,,,,,,,,,,,,,
GV22,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,
GV22,settles,Fright,,,,,,,,,,,,,,,,,,,,,,,
GV23,opens,Nose,,,,,,,,,,,,,,,,,,,,,,,
GV24,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,
GV25,discharges,Heat,,,,,,,,,,,,,,,,,,,,,,,
GV25,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,
GV25,returns,Yang,,,,,,,,,,,,,,,,,,,,,,,
GV25,stems,Counterflow,,,,,,,,,,,,,,,,,,,,,,,
GV26,promotes,Resuscitation,,,,,,,,,,,,,,,,,,,,,,,
GV26,benefits,Lumbar Spine,,,,,,,,,,,,,,,,,,,,,,,
GV27,nourishes,Yin,,,,,,,,,,,,,,,,,,,,,,,
GV27,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GV27,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,
GV27,quiets,Spirit,,,,,,,,,,,,,,,,,,,,,,,
GV28,diffuses,Lungs,,,,,,,,,,,,,,,,,,,,,,,
GV28,frees,Portals,,,,,,,,,,,,,,,,,,,,,,,
GV28,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,
GV28,drains,Fire,,,,,,,,,,,,,,,,,,,,,,,
GV28,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,
GV28,relieves,Itching,,,,,,,,,,,,,,,,,,,,,,,
LU1,regulates,Lung Qi,,,,,,,,,,,,,,,,,,,,,,,
LU1,stops,Cough,,,,,,,,,,,,,,,,,,,,,,,
LU1,stimulates,Lung Qi Descending,,,,,,,,,,,,,,,,,,,,,,,
LU1,disperses,Chest Fullness,,,,,,,,,,,,,,,,,,,,,,,
LU1,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,
